season,episode,episode_title,companions,year_came_out,series_type,story_title,doctor_num,episode_mood,missing,vibe_tags,villains,setting,imdb_rating,plot_summary
17,1,Destiny of Daleks: Part 1,,1979,Classic,Destiny of Daleks,4,"Dark, Ominous, Suspenseful",0,"Gritty, Action, Adventure, Mystery",Daleks,"Skaro, Future",7.4,"The Doctor and Romana find themselves on Skaro and forced to be military advisers to the Daleks' enemy, Movellans, while the Daleks revive Davros."
17,2,Destiny of Daleks: Part 2,,1979,Classic,Destiny of Daleks,4,"Dark, Ominous, Gritty",0,"Alien, Post-apocalyptic, Deserted, Ruined",Daleks,"Skaro, Future",7.4,"While the Daleks assign Romana to their excavation detail, the Doctor and an escaped prisoner help the Movellans' attempt to beat the Daleks."
17,3,Destiny of Daleks: Part 3,,1979,Classic,Destiny of Daleks,4,"Dark, Ominous, Suspenseful",0,"Gritty, Apocalyptic, Mysterious, Action",Daleks,"Skaro, Future",7.3,"The Doctor reaches Davros first, but can he hang on to him? Meanwhile, the Movellans test a bomb to incinerate the planet."
17,4,Destiny of Daleks: Part 4,,1979,Classic,Destiny of Daleks,4,"Dark, Ominous, Suspenseful",0,"Alien, Deserted, Post-apocalyptic, Gritty",Daleks,"Skaro, Future",7.2,"To break the centuries-old stalemate in their war, the Movellans need the Doctor, as do the Daleks Davros. The solution is simple, but neither side can see it, nor would the Doctor upset this perfect and unplanned peace they've ac..."
17,5,City of Death: Part 1,,1979,Classic,City of Death,4,"Humorous, Adventurous, Suspenseful",0,"Mysterious, Adventurous, Historical, Romantic",Daleks,"Paris, Past, 1979",8.7,"While sightseeing in Paris, the Doctor and Romana find themselves repeatedly reliving the same moments in time. A visit to the Louvre Museum leads the Doctor to suspect an alien plot to steal the Mona Lisa."
17,6,City of Death: Part 2,,1979,Classic,City of Death,4,"Humorous, Exciting, Dark",0,"Adventurous, Mysterious, Elegant, Thrilling",Scarlioni,"Paris, Past, 1979",8.8,"Count Scarlioni has the Doctor, Romana and Duggan locked in his basement but the trio manage to escape and learn of the Count's experiments with time travel. Even more surprising are his multiple genuine copies of the Mona Lisa."
17,7,City of Death: Part 3,,1979,Classic,City of Death,4,"Witty, Adventurous, Suspenseful",0,"Mystical, Timeless, Elegant, Mysterious",Scarlioni,"Paris, Past, 1979",8.7,"Travelling back in time to 1505 Florence in search of Leonardo da Vinci, the Doctor is surprised to instead find Count Scarlioni under a different name. Back in 1979, Romana and Duggan attempt to stop the Count's heist but arrive ..."
17,8,City of Death: Part 4,,1979,Classic,City of Death,4,"Humorous, Exciting, Thrilling",0,"Adventurous, Mysterious, Elegant, Historic","Scarlioni, Count","Paris, Past, 1979",8.9,"Count Scarlioni reveals his true form as Scaroth, the last of the Jagaroth and uses his time machine to go back in time and rewrite history. The Doctor, Romana and Duggan take to the Tardis in a race against time to stop him."
17,9,The Creature from the Pit: Part 1,,1979,Classic,The Creature from the Pit,4,"Dark, Mysterious, Ominous",0,"Medieval, Mysterious, Dark, Fantasy","Lady Adrasta, The Creature","The planet Chloris, Future",6.9,"The Tardis lands on the overgrown jungle planet of Chloris where the Doctor examines an unusual giant eggshell but soon he and Romana are taken prisoner by the guards of Lady Adrasta, the planet's cruel ruler."
17,10,The Creature from the Pit: Part 2,,1979,Classic,The Creature from the Pit,4,"Dark, Mysterious, Ominous",0,"Medieval, Mysterious, Dark, Alien","Lady Adrasta, The Creature","Planet Chloris, Future",6.7,"Descending into the pit, the Doctor meets the banished astrologer Organon who tells him of Lady Adrasta's monopoly over the planet's supply of metal. Back on the surface, Romana tries to prevent Adrasta from destroying K9."
17,11,The Creature from the Pit: Part 3,,1979,Classic,The Creature from the Pit,4,"Dark, Mysterious, Ominous",0,"Medieval, Mysterious, Dark, Fantasy","Lady Adrasta, The Creature","Planet Chloris, Future",6.7,"Trapped face to featureless face with the alien creature, the Doctor tries his best to communicate with it. Meanwhile, as Adrasta's group tries to break through metallic bio-blockage created by the creature, bandits raid her palac..."
17,12,The Creature from the Pit: Part 4,,1979,Classic,The Creature from the Pit,4,"Dark, Mysterious, Ominous",0,"Medieval, Mysterious, Dark, Fantasy","Lady Adrasta, The Creature","Planet Chloris, Future",6.8,"Full revelation of Adrasta's wicked acts in maintaining her planetary monopoly on metal brings her reign to an end, but the victimized alien creature holds a secret: massive interstellar retribution for her crimes is headed their ..."
17,13,Nightmare of Eden: Part 1,,1979,Classic,Nightmare of Eden,4,"Dark, Suspenseful, Ominous",0,"Mysterious, Adventurous, Cosmic, Thrilling","The Mandrels, Tryst","Space, Future, Spaceship",7,"The Starliner Empress comes out of warp and collides with a scientific survey ship, the Hecate. The Doctor and Romana arrive offering to help separate the two ships but all is not as it seems."
17,14,Nightmare of Eden: Part 2,,1979,Classic,Nightmare of Eden,4,"Dark, Ominous, Frightening",0,"Mysterious, Spacey, Gritty, Cosmic","The Mandrels, Tryst","Space, Future, on the space liner Empress, unspecified year",6.8,"The unstable interphase of the two ships opens up unexpected passageways for dangerous monsters caged in an electronic zoo aboard the cruise ship to escape. Meanwhile, as an attempt is made to hook Romana on vraxoin, the Doctor di..."
17,15,Nightmare of Eden: Part 3,,1979,Classic,Nightmare of Eden,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Cosmic, Thrilling, Adventurous","The Mandrels, Tryst","Space, Future, On a space liner near the planet Azure",6.9,"Hiding out from arresting authorities in the electronic zoo's inhospitable Eden exhibit, the Doctor and Romana discover a man reported dead. Meanwhile, the monsters, called mandrels, start attacking and killing passengers, much to..."
17,16,Nightmare of Eden: Part 4,,1979,Classic,Nightmare of Eden,4,"Dark, Suspenseful, Terrifying",0,"Mysterious, Cosmic, Deadly, Eerie",Mandrels,"Space, Future, Spaceship Empress, planet Azure",6.8,"After succeeding in separating the two merged ships, the Doctor discovers the identities of the drug runners. He, Romana and K-9 endeavor to catch them cleverly while also avoiding both the excise men wanting to shoot them and the..."
17,17,The Horns of Nimon: Part 1,,1979,Classic,The Horns of Nimon,4,"Dark, Ominous, Foreboding",0,"Mysterious, Ancient, Mythical, Dark",Nimon,"Skonnos, Future",6.2,"After colliding with a spaceship, The Doctor, Romana and K-9 learn young natives from a peaceful planet called Aneth are being transported into a great labyrinth called ""The Power Complex"" where the evil bull-like Nimon demands th..."
17,18,The Horns of Nimon: Part 2,,1979,Classic,The Horns of Nimon,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Ancient, Ritualistic, Dark",Nimon,"Skonnos, Future",6.1,The Doctor and K-9 struggle to repair the Tardis and rescue Romana from Skonnos where she is accused of space piracy.
17,19,The Horns of Nimon: Part 3,,1980,Classic,The Horns of Nimon,4,"Dark, Ominous, Foreboding",0,"Mysterious, Ancient, Mythical, Dark",Nimon,"Skonnos, Future",6,"Discovering the Nimon power room puts the Doctor onto the immense threat facing the universe, all enabled by Soldeed's crazed plan to return his war-mongering people to military glory."
17,20,The Horns of Nimon: Part 4,,1980,Classic,The Horns of Nimon,4,"Dark, Ominous, Menacing",0,"Mysterious, Ancient, Ritualistic, Foreboding",Nimon,"Skonnos, Future",6.1,"While the Doctor endeavors to amend putting Romana in great peril, she experiences a foretaste of Skonnos's fate on the ravaged planet Crinoth, and a shocked but undeterred Soldeed gets a glimmer of how he's been used by the Nimon."
18,1,The Leisure Hive: Part 1,,1980,Classic,The Leisure Hive,4,"Dark, Suspenseful, Ominous, Bleak",0,"Futuristic, Alien, Mysterious, Isolated","The Foamasi, The Argolin","Brighton Beach, Future, 2290",6.6,"Finding out-of-season Brighton beach somewhat lacking, the Doctor and Romana travel to the leisure planet Argolis - but there strange experiments are taking place."
18,2,The Leisure Hive: Part 2,,1980,Classic,The Leisure Hive,4,"Dark, Ominous, Suspenseful",0,"Futuristic, Alien, Mysterious, Isolated","The Foamasi, The Argolin","Argolis, Future, 2290",6.5,"Another man is found dead, strangled by the Doctor's scarf, so the Doctor is put on trial. By some of the archaic rules of law, he's made to ""prove"" his innocence by becoming a test subject in a new tachyon experiment with time. T..."
18,3,The Leisure Hive: Part 3,,1980,Classic,The Leisure Hive,4,"Dark, Mysterious, Ominous",0,"Futuristic, Alien, Isolated, Experimental","The Foamasi, Brock","Brighton, Beach, Future, 2290",6.5,"With the Doctor suffering from the time experiment, the clandestine schemes of others start coming to light, along with the secreted purposes to which the tachyonic generator has been used."
18,4,The Leisure Hive: Part 4,,1980,Classic,The Leisure Hive,4,"Dark, Ominous, Suspenseful",0,"Futuristic, Alien, Mysterious, Isolated","The Foamasi, Brock","Argolis, Future, 2290",6.4,"With the saboteur and murderer revealed and arrested, peace should now be restored, but a new threat emerges - a war-monger who's both ready and eager to aggress upon other worlds with a newly manufactured warrior army."
18,5,Melogs: Part 1,,1980,Classic,Melogs,4,"Dark, Ominous",0,"Mysterious, Ancient, Foreboding",Melogs,"Space, Future",6.5,"The Doctor, Romana and K-9 arrive on the forest planet Tygella, where the native Tygellans now live in a underground city, due to the carnivorous plants. Where the Doctor finds he has been wrongly accused of stealing the Dodechedr..."
18,6,Melogs: Part 2,,1980,Classic,Melogs,4,"Dark, Ominous, Sad",0,"Mysterious, Gothic, Atmospheric, Ominous",Melogs,"Space, Future",6.5,"With the TARDIS occupants trapped in a chronic histeratic loop (forever reliving the same moment in time), the devious Meglos - disguised as the Doctor - gains the trust of the Tigellans along with full and private access to their..."
18,7,Melogs: Part 3,,1980,Classic,Melogs,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Atmospheric, Alien, Isolated",Melogs,"Space, Future",6.3,"With the dodecahedron gone, the city goes power critical. Its death, imminent. With Romana seeking escape from Meglos' pirates, and Meglos seeking escape from the sealed-up city, and the Doctor himself seeking to understand what's..."
18,8,Melogs: Part 4,,1980,Classic,Melogs,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Ancient, Foreboding, Isolated",Melogs,"Space Station, Future, 2080s",6.3,"With the Doctor about to be ritualistically sacrificed to appease the god Ti for stealing the dodecahedron, Meglos and the pirates return to Zolfa-Thura with the dodecahedron to fire up an ancient weapon and blast Tigella out of e..."
18,9,Full Circle: Part 1,,1980,Classic,Full Circle,4,"Dark, Mysterious, Ominous, Suspenseful",0,"Alien, Mysterious, Swampy, Primitive",,"Alzarius, Past",7.1,"After receiving a summons from the Time Lords, the Doctor and Romana set course for Gallifrey, however the pair instead land on Alzarius where they cross paths with a rebellious but mathematically gifted boy named Adric."
18,10,Full Circle: Part 2,,1980,Classic,Full Circle,4,"Dark, Mysterious, Ominous",0,"Medieval, Mysterious, Atmospheric, Isolated",,"Alzarius, Past",7.2,"The Doctor and K9 watch as Marshmen begin emerging from the water, while K9 follows them, the Doctor ventures on board the Starliner. Meanwhile Adric's gang attempt to hijack the Tardis with Romana on board."
18,11,Full Circle: Part 3,,1980,Classic,Full Circle,4,"Dark, Mysterious, Ominous",0,"Mysterious, Atmospheric, Rural, Suspenseful",,"Alzarius, Past",7.2,"The Tardis materializes on board the Starliner, reuniting Login with his daughter and allowing the Doctor and Adric to return to the cave to save Romana who is behaving strangely after being bitten by a spider."
18,12,Full Circle: Part 4,,1980,Classic,Full Circle,4,"Dark, Mysterious, Suspenseful",0,"Primitive, Mysterious, Isolated, Foreboding",,"Alzarius, Past",7.2,"As the Marshmen begin pouring into the Starliner thanks to an infected Romana, the Doctor and Adric hurry to create an antidote but in doing so discover a deep secret about the Marshmen and their connection to Adric's people."
18,13,State of Decay: Part 1,,1980,Classic,State of Decay,4,"Dark, Ominous, Foreboding",0,"Gothic, Medieval, Mysterious, Atmospheric",Great Vampires,"Medieval-like planet, Past",7.5,"The Doctor and Romana find an isolated planet. K9 scans the planet, finding it has a village. The Doctor and Romana find high technology readings with the TARDIS sensors even though the village appears to have an absence of techno..."
18,14,State of Decay: Part 2,,1980,Classic,State of Decay,4,"Dark, Ominous, Foreboding",0,"Gothic, Medieval, Mysterious, Atmospheric",Great Vampires,"A distant planet, Past",7.5,The Doctor and Romana are taken to the tower where they meet The Lords and come to the realization that the tower is actually a disused spaceship. A Lord named Aukon arrives at the village and takes Adric with him back to the tower.
18,15,State of Decay: Part 3,,1980,Classic,State of Decay,4,"Dark, Ominous, Foreboding",0,"Gothic, Medieval, Mysterious, Atmospheric",Great Vampires,"A distant planet, Past",7.5,"Tarak arrives to free the Doctor and Romana from their imprisonment. Believing The Lords to be vampires from Gallifreyan legend, the Doctor returns to the Tardis to consult the Record of Rassilon while Tarak and Romana search for ..."
18,16,State of Decay: Part 4,,1980,Classic,State of Decay,4,"Dark, Ominous, Foreboding",0,"Gothic, Medieval, Mysterious, Atmospheric",Great Vampires,"A medieval-like planet, Past",7.5,"The Lords prepare to sacrifice Romana and induct Adric into their ranks as part of their plan to awaken the ""Great One"" and escape E-Space. Meanwhile the Doctor and K9 assist Kalmar's men in attacking the tower."
18,17,Warrior's Gate: Part 1,,1981,Classic,Warrior's Gate,4,"Dark, Mysterious, Ominous",0,"Gothic, Medieval, Mysterious, Fantasy",,"E-Space, Past",7.3,"While the Doctor and Romana desperately rack their brains over how to escape E-Space, Time Winds strike the TARDIS, damaging it and K-9. Strangest of all, it allows Biroc, a hurt and hunted lion-man, to enter, phased in time, and ..."
18,18,Warrior's Gate: Part 2,,1981,Classic,Warrior's Gate,4,"Dark, Mysterious, Ominous",0,"Gothic, Medieval, Mysterious, Fantastical",,"E-Space, Past, Medieval Castle",7.3,"Three humorless men from a damaged bulk freighter find the TARDIS. Wearily, Romana returns with them to appraise the situation of their damaged ship but, because she's a time sensitive, winds up as a living navigational component ..."
18,19,Warrior's Gate: Part 3,,1981,Classic,Warrior's Gate,4,"Dark, Mysterious, Ominous",0,"Gothic, Medieval, Mysterious, Fantasy",,"E-Space, Past",7.2,"While Biroc leads the Doctor to a view of the Tharil's lordly past, Romana learns more about the damaged freighter and the coldheartedness of its crew. Meanwhile Commander Rorvik, confounded by the time mirror inside the universal..."
18,20,Warrior's Gate: Part 4,,1981,Classic,Warrior's Gate,4,"Dark, Mysterious, Ominous",0,"Gothic, Medieval, Mysterious, Fantasy",,"E-Space, Past",7.2,"After the Doctor and Romana save the Tharil race, Romana agrees to leave the Doctor to become the Tharils' ""Queen of Time."""
18,21,The Keeper of the Craken: Part 1,,1981,Classic,The Keeper of the Craken,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Aquatic, Ancient, Foreboding",The Kraken,"Underwater, Past, 18th Century",7.7,"The Tardis is drawn towards Traken, a harmonious planet. The Keeper of Traken appears inside the Tardis to warn the Doctor and Adric of his nearing death and of an evil being known as Melkur that threatens Traken's peaceful ways."
18,22,The Keeper of the Craken: Part 2,,1981,Classic,The Keeper of the Craken,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Ancient, Aquatic, Foreboding",,"Medieval Island, Past, 12th Century",7.6,"Tremas claims counselor privilege to protect the Doctor and Adric from execution, though it binds his fate to theirs if they're found guilty of murder. Melkur strengthens his hold over Kassia while Seron decides to have rapport wi..."
18,23,The Keeper of the Craken: Part 3,,1981,Classic,The Keeper of the Craken,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Aquatic, Ancient, Foreboding",,"Scottish Coast, Past, 18th Century",7.6,"With Tremas falling under suspicion, due to his association with the Doctor, a new Keeper Nominate is named. Now, with everything in place, Melkur has only a short wait before his full malevolence can unfold."
18,24,The Keeper of the Craken: Part 4,,1981,Classic,The Keeper of the Craken,4,"Dark, Ominous, Suspenseful",0,"Mysterious, Ancient, Oceanic, Foreboding",The Kraken,"Medieval Coastal Village, Past, 12th Century",7.8,"With the merciless Melkur in control of The Source, the Doctor and his allies have only a slim chance of deposing him, which also puts the peace of the Traken Union in severe jeopardy."
18,25,Logopolis: Part 1,,1981,Classic,Logopolis,4,"Melancholic, Nostalgic, Sad",0,"Mysterious, Ominous, Atmospheric, Philosophical",The Master,"Logopolis, Past, 1981",7.8,"Preparing to overhaul his TARDIS, the Doctor goes to Earth to take fresh measurements of a police box. A figure in white observes, as the Master lies in wait with a puzzling predicament for his rival Time Lord."
18,26,Logopolis: Part 2,,1981,Classic,Logopolis,4,"Melancholic, Nostalgic, Sad",0,"Mysterious, Ominous, Philosophical, Cosmic",The Master,"Logopolis, Past, 1981",7.6,"Figuring out that the Master has taken over Tremas's body, the Doctor and Adric land the Tardis near the River Thames before heading to Logopolis. Meanwhile a confused Tegan wanders the halls of the Tardis looking for help."
18,27,Logopolis: Part 3,,1981,Classic,Logopolis,4,"Melancholic, Sad, Nostalgic",0,"Mysterious, Ominous, Atmospheric, Vintage",The Master,"Logopolis, Past, 1981",7.7,"Adric, Nyssa and Tegan aid the Monitor in saving the Doctor after he is trapped inside his shrunken Tardis. The Master, posing as Nyssa's father Tremas, makes his presence known on Logopolis as his plan nears it's completion."
18,28,Logopolis: Part 4,,1981,Classic,Logopolis,4,"Melancholic, Sad, Reflective",0,"Mysterious, Ominous, Cosmic, Philosophical",The Master,"Logopolis, Past, 1981",8,"Forced to work together to save the universe from collapsing, the Doctor, the Master and Tegan use the Master's Tardis to travel to a giant satellite dish on Earth. Meanwhile Adric and Nyssa are taken to safety by the mysterious W..."
19,1,Castrovalva: Part 1,,1982,Classic,Castrovalva,5,"Confusing, Dark, Sad",0,"Mysterious, Medieval, Isolated, Surreal",The Master,"Castrovalva, Past, 12th century",7.2,The Doctor has regenerated but it hasn't gone well. He's mentally unraveling and needs a place to rest beyond outside influences. Unfortunately the Master has laid a trap for the TARDIS that denies the Doctor undisturbed recovery ...
19,2,Castrovalva: Part 2,,1982,Classic,Castrovalva,5,"Bittersweet, Confusing, Sad",0,"Mysterious, Medieval, Isolated, Atmospheric",The Master,"Castrovalva, Past",7,"To avoid falling into Event One (the Big Bang), the Doctor must convert mass into momentum by having the TARDIS jettison a quarter of itself. Unfortunately it can not be known which rooms will be ejected."
19,3,Castrovalva: Part 3,,1982,Classic,Castrovalva,5,"Mysterious, Intense, Dark",0,"Medieval, Mysterious, Isolated, Ancient",The Master,"Castrovalva, Past, 12th century",7.1,"The city of Castrovalva and its untroubled people would seen an ideal place for the Doctor to recover, but a dire warning from Adric, held captive by The Master, makes it seen less so."
19,4,Castrovalva: Part 4,,1982,Classic,Castrovalva,5,"Dark, Mysterious, Ominous",0,"Medieval, Mysterious, Isolated",The Master,"Castrovalva, Past, 12th Century",7.2,"The Portreeve of Castrovalva is revealed to be the Master in disguise who, as the Doctor discovers, created Castrovalva himself to trap his newly regenerated arch-enemy."
19,5,Four to Doomsday: Part 1,,1982,Classic,Four to Doomsday,5,"Dark, Ominous, Suspenseful",0,"Mysterious, Alien, Futuristic, Atmospheric",Monarch,"Space, Past, 1981",6.8,"Instead of Heathrow Airport, the Tardis lands aboard a spaceship. The Doctor and his companions meet it's inhabitants, three Urbankans, and more surprisingly a group of humans of different nationalities and from different time per..."
19,6,Four to Doomsday: Part 2,,1982,Classic,Four to Doomsday,5,"Dark, Ominous, Suspenseful",0,"Mysterious, Alien, Futuristic, Thrilling",Monarch,"Space, Past, 1982",6.7,"Intrigued by the ancient humans on board the Urbankan ship, the Doctor and his companions decide to explore further. The Doctor and Tegan, separated from Adric and Nyssa, learn from Bigon the truth about the cultural representatives."
19,7,Four to Doomsday: Part 3,,1982,Classic,Four to Doomsday,5,"Dark, Ominous, Suspenseful",0,"Futuristic, Alien, Mysterious, Adventurous",Monarch,"Space, Past, 1983",6.7,"Monarch wins Adric over with his plan for humanity but Nyssa isn't so easily swayed. Meanwhile, Bigon reveals to The Doctor the nature of Monarch and the ship's android inhabitants while a panicked Tegan attempts to escape in the ..."
19,8,Four to Doomsday: Part 4,,1982,Classic,Four to Doomsday,5,"Dark, Ominous, Suspenseful",0,"Mysterious, Ancient, Futuristic, Alien",Monarch,"Space, Past, 1984",6.5,The Doctor needs to stop Adric from siding with Monarch and get Bigon quietly restored (who was mechanically lobotomized for previously siding with the Doctor). The ship then gets turned into one big multi-cultural dance party so ...
19,9,Kinda: Part 1,,1982,Classic,Kinda,5,"Dark, Mysterious, Ominous",0,"Jungle, Mysterious, Primitive, Exotic",The Mara,"Deva Loka, Future, 2364",7.2,"The Tardis lands on Deva Loka. While Nyssa recovers inside the Tardis, the Doctor and Adric meet a survey team and their hostages, the seemingly primitive and mute Kinda. Meanwhile Tegan is tormented by an evil entity in her dreams."
19,10,Kinda: Part 2,,1982,Classic,Kinda,5,"Mysterious, Dark, Sad",0,"Jungle, Mysterious, Tribal, Exotic",The Mara,"Deva Loka, Future, 2365",7.2,"While Sanders leaves the dome and receives a strange box from two female Kinda, Hindle begins losing his mind and has the Doctor, Adric and Todd arrested. Meanwhile the Mara takes over Tegan's body."
19,11,Kinda: Part 3,,1982,Classic,Kinda,5,"Dark, Mysterious, Ominous",0,"Jungle, Tribal, Mystical, Primitive",The Mara,"Deva Loka, Future, 2366",7.1,"Opening the box, the Doctor and Todd learn the truth of the Kinda and escape from Hindle to find the Kinda's wise woman Panna. Meanwhile the Mara, posing as one of their own, tries to bring the Kinda under it's control."
19,12,Kinda: Part 4,,1982,Classic,Kinda,5,"Mysterious, Dark, Ominous",0,"Jungle, Tribal, Mysterious, Primitive",The Mara,"Deva Loka, Future, 2367",7.2,"Led by the voice of the Mara inside Aris, the Kinda begin their attack on the dome. The Doctor, Todd, and an awakened Tegan attempt to stop the two sides destroying each other and hatch a plan to defeat the snake-like Mara."
19,13,The Visistation: Part 1,,1982,Classic,The Visistation,5,"Dark, Ominous, Suspenseful, Grim",0,"Gothic, Medieval, Mysterious, Atmospheric",The Terileptils,"17th century England, Past, 1666",7.4,"Trying once more to return Tegan to Heathrow Airport, the Doctor instead lands the Tardis in the same location three hundred years earlier where he and his companions are chased by angry villagers but rescued by a charismatic high..."
19,14,The Visistation: Part 2,,1982,Classic,The Visistation,5,"Dark, Ominous, Suspenseful",0,"Gothic, Mysterious, Historical, Atmospheric","The Master, Terileptils","17th century, London, Past, 1666",7.3,"To rescue Tegan and Adric, captured and interrogated by the Terileptil fugitive leader, the Doctor must get past the locals under alien control and overcome Death (an android servant dressed up as The Grim Reaper)."
19,15,The Visistation: Part 3,,1982,Classic,The Visistation,5,"Dark, Ominous, Suspenseful, Grim",0,"Medieval, Mysterious, Dark, Ominous","The Terileptils, The Master","18th century, London, Past, 1666",7.3,"The Doctor makes the fugitive Terileptils a rare offer they shouldn't refuse; but, though few in numbers, they have a plan in the works for the quick and complete domination of Earth and mean to see it through."
19,16,The Visistation: Part 4,,1982,Classic,The Visistation,5,"Dark, Ominous, Suspenseful",0,"Gothic, Medieval, Mysterious, Dark","The Plague, The Terileptils","19th century, London, Past, 1666",7.3,"With Tegan and Richard under alien control, and the manor sealed against anyone leaving or entering, it's a question whether or not the Doctor can get to London before the Terileptils release their improved strain of black death u..."
19,17,Black Orchid: Part 1,,1982,Classic,Black Orchid,5,"Mysterious, Dark, Suspenseful",0,"Gothic, Mysterious, Atmospheric, Vintage",,"Cranleigh Hall, England, 1925",7.2,"The TARDIS arrives in England, 1925, near to where a mysterious, gurgling man has escaped his bonds and started strangling servants. The Doctor is ""expected"" and taken (along with Tegan, Nyssa, and Adric) to the Cranleighs' countr..."
19,18,Black Orchid: Part 2,,1982,Classic,Black Orchid,5,"Mysterious, Dark, Sad",0,"Elegant, Mysterious, Gothic, Vintage",,"Cranleigh Hall, England, Past, 1925",7,"Ann escapes her Harlequin-clad abductor but it's The Doctor whom she accuses. Strangled bodies mount and The Doctor is arrested along with ""accessories"" Tegan, Nyssa and Adric. Will Lady Cranleigh's secret come out?"
19,19,Earthshock: Part 1,,1982,Classic,Earthshock,5,"Dark, Intense, Sad",0,"Action, Suspense, Adventure, Thriller",Cybermen,"Earth, Future, 2526",8.2,"In the midst of an argument between Adric and the Doctor, the Tardis materializes underground in Earth's distant future where a team of paleontologists and geologists find themselves under attack from a pair of androids."
19,20,Earthshock: Part 2,,1982,Classic,Earthshock,5,"Dark, Intense, Sad",0,"Action, Adventure, Suspense, Thriller",Cybermen,"Earth, Future, 2526",8,"Disposing of the androids, the Doctor and Adric must deactivate a bomb that they unknowingly triggered. Setting off in the Tardis to find the culprits, they arrive aboard a freighter ship while the Cybermen watch their old enemy f..."
19,21,Earthshock: Part 3,,1982,Classic,Earthshock,5,"Dark, Intense, Sad",0,"Futuristic, Action, Suspense, Adventure",Cybermen,"Space, Future, 2526",8.2,"Aboard the freighter, the Doctor and Adric are taken prisoner by Captain Briggs. The Doctor looks on in fear as his old foe, the Cybermen, begin to take over the ship in large numbers."
19,22,Earthshock: Part 4,,1982,Classic,Earthshock,5,"Dark, Intense, Sad",0,"Action, Adventure, Suspense, Thrilling",Cybermen,"Future, 2526, Space, Earth",8.6,"Tegan is captured by the Cybermen, allowing the Cyber Leader to use her as a hostage and force the Doctor to do his bidding. Left behind on the ship, Adric attempts to prevent it from plummeting to Earth as time is running out."
19,23,The Time Flight: Part 1,,1982,Classic,The Time Flight,5,"Mysterious, Suspenseful, Dark",0,"Adventurous, Mysterious, Thrilling, Atmospheric","Plasmatons, Kalid","London, Earth, Past, 1982",6.2,"Following the death of Adric, the Doctor arranges a trip to Victorian London to lift everyone's spirits but the Tardis instead materializes at Heathrow Airport where a British Airways Concord has mysteriously vanished."
19,24,The Time Flight: Part 2,,1982,Classic,The Time Flight,5,"Mysterious, Intense, Dark",0,"Adventurous, Mysterious, Suspenseful, Thrilling",The Master,"London, Earth, Past, 1983",6,"The Doctor's TARDIS is stolen, and tracking it down reveals the existence of an alien named Kalid controlling events in the past. While the Doctor challenges Kalid's motives for being there, Tegan and Nyssa discover the source of ..."
19,25,The Time Flight: Part 3,,1982,Classic,The Time Flight,5,"Mysterious, Ominous",0,"Dark, Suspenseful, Adventurous",The Master,"London, Earth, Past, 1984",5.9,"The Master commandeers the Doctor's TARDIS, leaving the stranded Time Lord time to work out the mystery of the alien sanctum he's been trying to enter. Inside lies an immense power - the entire Xeraphin race, thought long lost but..."
19,26,The Time Flight: Part 4,,1982,Classic,The Time Flight,5,"Mysterious, Ominous",0,"Dark, Atmospheric, Suspenseful, Vintage",,"London, Earth, Past, 1985",5.9,"Incorporating the Xeraphin race into his TARDIS power system, the Master has won, but technical obstacles and a bit of sabotage from friendlies give the Doctor a bargaining chip for the lives of the hijacked and enslaved airline p..."
20,1,Arc of Infinity: Part 1,,1983,Classic,Arc of Infinity,5,"Dark, Ominous, Sad",0,"Mysterious, Dark, Fantastical, Adventurous","The Renegade, Omega","Amsterdam, Past, 1983",6.7,"On Gallifrey, someone on the high council is perpetrating a treasonous act - transmitting the Doctor's bio-extract from the space/time matrix to an anti-matter being. On Earth, two English lads spend their last night in Amsterdam ..."
20,2,Arc of Infinity: Part 2,,1983,Classic,Arc of Infinity,5,"Dark, Ominous, Sad",0,"Mysterious, Epic, Timeless, Cosmic","The Master, Omega","Amsterdam, Past, 1984",6.9,"The High Council sentence the Doctor to death on Gallifrey, as Nyssa works with Damon to find proof that one of their own had stolen his biodata extract. Meanwhile Tegan arrives in the Netherlands to look for her missing cousin."
20,3,Arc of Infinity: Part 3,,1983,Classic,Arc of Infinity,5,"Dark, Ominous, Sad",0,"Mysterious, Adventurous, Intense, Cosmic",Omega,"Amsterdam, Past, 1985",6.8,"Something seemed amiss about the Doctor's execution, so the Castellan has Commander Maxil discreetly but fully look it. Meanwhile, as the Doctor meets the anti-matter being inside the Time Lord Matrix, Tegan and her cousin's frien..."
20,4,Arc of Infinity: Part 4,,1983,Classic,Arc of Infinity,5,"Dark, Ominous, Suspenseful",0,"Mysterious, Cosmic, Ominous, Futuristic","The Renegade, Omega","Amsterdam, Past, 1986",6.8,The High Council creates a distraction so the Doctor and Nyssa can find Omega on Earth and prevent his reentry into our universe.
20,5,Shakedance: Part 1,,1983,Classic,Shakedance,5,"Dark, Ominous, Sad",0,"Gothic, Mysterious, Atmospheric, Suspenseful",The Master,"London, Past, 1983",6.9,"The TARDIS lands on Manussa where Tegan once again gets possessed by the Mara, who plan to break into the physical world."
